compa_ratio,compa_ratio_range,cost_center,country,current_rating,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,length_of_service,location,management_level,region,single_job_family,tenure_category,total_compensation,age
0.945,Below Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P2,IT - Product Development - P2 Data Scientist,1.438,San Francisco,Individual Contributor,AMER,IT - Product Development,01-02 Years,63800,26.0
1.178,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Development,P3,IT - Product Development - P3 Software Engineer,2.816,Toronto,Individual Contributor,AMER,IT - Product Development,02-05 Years,91300,32.0
1.053,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior Software Engineer,3.115,Paris,Individual Contributor,EMEA,IT - Product Development,02-05 Years,92700,36.0
1.114,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,0.901,Toronto,Individual Contributor,AMER,FA - Accounting,00-01 Years,86300,32.0
1.138,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Female,Generation X (1965-1980),True,True,Referral,False,False,Executive,P5,Executive Management - Principal Operations Executive,10.466,London,Vice President,EMEA,Executive Management,10-15 Years,138800,47.0
1.044,At Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,9.452,Edmonton,Individual Contributor,AMER,FA - Accounting,05-10 Years,114800,34.0
0.878,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,Hispanic,Male,Generation Z (1997 and onwards),False,False,Corporate Website,False,False,Development,P1,IT - Product Development - P1 Data Scientist,0.589,Toronto,Individual Contributor,AMER,IT - Product Development,00-01 Years,48300,23.0
1.183,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,8.962,London,Individual Contributor,EMEA,Sales - Direct Sales,05-10 Years,104100,34.0
1.43,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Black or African American,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P4,IT - Product Development - Senior QA,9.992,Toronto,Individual Contributor,AMER,IT - Product Development,05-10 Years,157300,36.0
0.851,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P2,Human Resources - P2 Human Resources Analyst,2.685,Seoul,Individual Contributor,APAC,Human Resources,02-05 Years,40200,28.0
0.838,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P2,IT - Product Development - P2 Data Scientist,3.959,Seoul,Individual Contributor,APAC,IT - Product Development,02-05 Years,39600,27.0
1.13,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P3,IT - Product Development - P3 Data Scientist,2.718,New York,Individual Contributor,AMER,IT - Product Development,02-05 Years,87600,30.0
1.399,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),True,False,Internal,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,1.959,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,01-02 Years,153900,34.0
0.907,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,White,Female,Generation Z (1997 and onwards),False,False,Corporate Website,False,False,Development,P1,IT - Product Development - P1 Software Engineer,0.011,London,Individual Contributor,EMEA,IT - Product Development,00-01 Years,39900,22.0
1.334,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,Hispanic,Female,Generation X (1965-1980),False,False,Agency,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,30.279,London,Individual Contributor,EMEA,Sales - Inside Sales,15+ Years,162700,57.0
0.991,At Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,4.31,San Francisco,Individual Contributor,AMER,FA - Accounting,02-05 Years,76800,29.0
0.984,At Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,Black or African American,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P2,IT - Product Development - P2 Data Scientist,1.578,Toronto,Individual Contributor,AMER,IT - Product Development,01-02 Years,66400,27.0
0.927,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,White,Male,Generation Z (1997 and onwards),False,False,Corporate Website,False,False,Development,P1,IT - Product Development - P1 QA,1.414,Singapore,Individual Contributor,APAC,IT - Product Development,01-02 Years,35700,24.0
1.49,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Male,Baby Boomers (1946-1964),False,False,Recruiter,True,True,Executive,M8,Board Management - Executive Vice President,36.323,Toronto,Executive Vice President,AMER,Board Management,15+ Years,633200,60.0
1.452,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,American Indian or Alaska Native,Male,Baby Boomers (1946-1964),False,False,Recruiter,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,27.378,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,15+ Years,221400,63.0
1.432,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,2.951,San Francisco,Individual Contributor,AMER,FA - Accounting,02-05 Years,157500,35.0
0.809,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,Asian,Female,Baby Boomers (1946-1964),False,True,Referral,False,True,Development,M2,IT - Product Management - Associate Manager,21.786,Seoul,Manager,APAC,IT - Product Management,15+ Years,97700,64.0
1.459,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,4.126,San Francisco,Individual Contributor,AMER,FA - Accounting,02-05 Years,160500,34.0
1.285,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 Data Scientist,3.622,Edmonton,Individual Contributor,AMER,IT - Product Development,02-05 Years,99600,31.0
1.199,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,0.992,Toronto,Individual Contributor,AMER,Sales - Direct Sales,00-01 Years,182800,38.0
0.95,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,Asian,Female,Generation Z (1997 and onwards),False,False,Agency,False,False,Development,P2,IT - Product Development - P2 Software Engineer,0.597,Singapore,Individual Contributor,APAC,IT - Product Development,00-01 Years,44900,25.0
1.035,At Compa-Ratio,EMEA - France,France,2 - Needs Improvement,White,Male,Generation Z (1997 and onwards),False,False,Linkedin,False,False,Development,P2,IT - Product Development - P2 QA,3.205,Paris,Individual Contributor,EMEA,IT - Product Development,02-05 Years,55900,26.0
1.19,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,White,Male,Baby Boomers (1946-1964),False,False,Referral,True,True,Development,M6,IT - Product Management - Senior Director,20.342,Seoul,Director,APAC,IT - Product Management,15+ Years,225000,61.0
0.84,Below Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P2,IT - Product Development - P2 Data Scientist,3.619,San Francisco,Individual Contributor,AMER,IT - Product Development,02-05 Years,56700,28.0
1.319,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Black or African American,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,9.244,Toronto,Individual Contributor,AMER,Sales - Inside Sales,05-10 Years,145100,34.0
1.433,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Male,Generation X (1965-1980),False,False,Recruiter,False,False,Executive,P5,Executive Management - Principal Operations Executive,13.959,San Francisco,Executive Vice President,AMER,Executive Management,10-15 Years,218500,58.0
1.303,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,9.792,San Francisco,Individual Contributor,AMER,Sales - Direct Sales,05-10 Years,143300,34.0
0.819,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,6.082,London,Individual Contributor,EMEA,Sales - Inside Sales,05-10 Years,44200,28.0
1.314,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,8.041,Busan,Individual Contributor,APAC,Sales - Direct Sales,05-10 Years,71300,30.0
1.55,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Male,Generation X (1965-1980),False,False,Agency,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,21.767,San Francisco,Individual Contributor,AMER,FA - Accounting,15+ Years,236400,52.0
1.034,At Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,8.093,Toronto,Vice President,AMER,Board Management,05-10 Years,113700,36.0
1.167,Above Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,White,Male,Baby Boomers (1946-1964),True,False,Referral,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,33.4,Toulouse,Individual Contributor,EMEA,FA - Accounting,15+ Years,142400,59.0
0.828,Below Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P2,IT - Product Development - P2 Business Analytics,1.737,New York,Individual Contributor,AMER,IT - Product Development,01-02 Years,55900,26.0
1.486,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,1.773,San Francisco,Vice President,AMER,Board Management,01-02 Years,163500,35.0
1.227,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,Asian,Female,Baby Boomers (1946-1964),False,False,Recruiter,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,24.323,Calgary,Individual Contributor,AMER,Human Resources,15+ Years,187100,63.0
0.734,Below Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Asian,Male,Baby Boomers (1946-1964),False,False,Internal,False,True,Sales,M2,Sales - Management - Associate Manager,5.096,San Francisco,Manager,AMER,Sales - Management,05-10 Years,126600,61.0
1.315,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,True,Internal,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,7.729,San Francisco,Individual Contributor,AMER,Sales - Direct Sales,05-10 Years,101900,30.0
1.036,At Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,True,Development,M4,IT - Product Management - Senior Manager,17.973,Seoul,Manager,APAC,IT - Product Management,15+ Years,143200,40.0
0.824,Below Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Internal,False,False,Services,P2,Human Resources - P2 Human Resources Consultant,1.033,New York,Individual Contributor,AMER,Human Resources,01-02 Years,55600,27.0
0.768,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,2 - Needs Improvement,Black or African American,Female,Generation X (1965-1980),False,False,Recruiter,False,True,Development,M2,IT - Product Management - Associate Manager,0.614,Singapore,Manager,APAC,IT - Product Management,00-01 Years,92700,45.0
1.415,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Services,P4,Human Resources - Senior Human Resources Consultant,9.915,Toulouse,Individual Contributor,EMEA,Human Resources,05-10 Years,124500,36.0
1.299,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,False,Agency,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,4.222,San Francisco,Individual Contributor,AMER,Sales - Direct Sales,02-05 Years,142900,33.0
1.36,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Black or African American,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,5.123,New York,Individual Contributor,AMER,Sales - Direct Sales,05-10 Years,149600,36.0
